idx,lat,lon,elev_m,below_threshold,flood_zone,zone_notes
167,37.026552,-7.863928,3.583,True,Faro–Ria Formosa Crossing,"Rail embankment across Ria Formosa backbarrier lagoon; low-lying marsh, tidal influence, storm surge pathway"
168,37.026519,-7.863366,4.628,True,Faro–Ria Formosa Crossing,"Rail embankment across Ria Formosa backbarrier lagoon; low-lying marsh, tidal influence, storm surge pathway"
169,37.026486,-7.862804,5.193,False,Faro–Ria Formosa Crossing,"Rail embankment across Ria Formosa backbarrier lagoon; low-lying marsh, tidal influence, storm surge pathway"
170,37.026562,-7.858329,6.122,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
171,37.026682,-7.857786,5.416,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
172,37.026799,-7.857242,5.236,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
173,37.026912,-7.856697,5.085,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
174,37.027023,-7.856151,4.924,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
175,37.027123,-7.855602,4.643,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
176,37.027191,-7.855046,4.259,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
177,37.027212,-7.854483,3.931,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
178,37.027184,-7.853922,3.838,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
179,37.027115,-7.853365,3.986,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
180,37.027029,-7.852812,4.097,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
181,37.02694,-7.85226,4.75,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
182,37.026855,-7.851707,6.287,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
183,37.026769,-7.851154,7.368,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
184,37.026698,-7.850598,8.033,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
185,37.026678,-7.850036,8.305,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
186,37.026709,-7.849475,8.601,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
187,37.0268,-7.848924,9.049,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
188,37.026947,-7.848392,9.09,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
189,37.027137,-7.847881,10.137,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
190,37.027344,-7.847381,11.761,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
191,37.027552,-7.846882,12.184,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
192,37.02776,-7.846382,11.843,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
193,37.027968,-7.845883,10.603,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
194,37.028175,-7.845383,9.243,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
195,37.028386,-7.844886,9.148,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
196,37.028621,-7.844406,10.346,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
197,37.02888,-7.843945,11.483,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
198,37.029142,-7.843488,12.889,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
199,37.029392,-7.84302,14.186,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
200,37.029595,-7.842517,13.918,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
201,37.029753,-7.841991,13.511,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
202,37.029906,-7.841461,12.97,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
203,37.030055,-7.840929,11.711,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
204,37.030205,-7.840398,10.592,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
205,37.030355,-7.839867,10.404,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
206,37.030506,-7.839337,9.911,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
207,37.030656,-7.838806,9.236,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
208,37.030806,-7.838275,9.171,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
209,37.030958,-7.837744,9.395,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
210,37.031108,-7.837214,10.196,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
211,37.031259,-7.836683,10.297,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
212,37.03141,-7.836152,9.893,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
213,37.031561,-7.835622,9.862,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
214,37.031711,-7.835091,10.963,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
215,37.03186,-7.83456,11.032,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
216,37.03201,-7.834029,10.359,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
217,37.03216,-7.833498,9.604,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
218,37.03231,-7.832967,9.217,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
219,37.03246,-7.832435,9.29,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
220,37.032609,-7.831904,9.914,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
221,37.032758,-7.831373,10.359,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
222,37.032908,-7.830841,9.746,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
223,37.033057,-7.83031,9.936,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
224,37.033207,-7.829779,10.484,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
225,37.033356,-7.829248,10.687,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
226,37.033504,-7.828716,11.214,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
227,37.033651,-7.828184,11.346,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
228,37.033799,-7.827651,10.051,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
229,37.033946,-7.827119,8.802,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
230,37.034093,-7.826587,8.174,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
231,37.034241,-7.826055,8.579,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
232,37.034388,-7.825523,9.375,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
233,37.034535,-7.82499,10.171,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
234,37.034657,-7.824449,11.002,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
235,37.034706,-7.823889,11.563,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
236,37.034735,-7.823327,11.737,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
237,37.034764,-7.822765,11.376,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
238,37.034795,-7.822203,11.17,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
239,37.034827,-7.821641,11.462,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
240,37.034859,-7.821079,11.508,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
241,37.034891,-7.820517,11.678,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
242,37.034922,-7.819956,11.915,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
243,37.034954,-7.819394,12.307,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
244,37.034986,-7.818832,12.836,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
245,37.035018,-7.81827,13.275,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
246,37.035049,-7.817708,13.058,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
247,37.035081,-7.817146,12.52,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
248,37.035113,-7.816584,11.542,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
249,37.035145,-7.816022,10.333,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
250,37.035174,-7.81546,9.589,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
251,37.035202,-7.814898,9.733,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
252,37.03523,-7.814336,10.422,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
253,37.03526,-7.813774,10.678,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
254,37.035304,-7.813213,10.24,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
255,37.0354,-7.812664,9.928,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
256,37.035557,-7.812136,9.986,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
257,37.035777,-7.811646,9.58,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
258,37.036045,-7.811194,8.862,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
259,37.036325,-7.810753,8.209,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
260,37.036609,-7.810316,6.432,False,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
261,37.036898,-7.809884,4.787,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
262,37.037184,-7.80945,4.337,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
263,37.037469,-7.809014,4.573,True,Olhão Station Approaches,Approaches to Olhão station; proximity to Ria Formosa east
